ID|name|name_lower|composer|milliseconds|bytes|unit_price|media_type_ID|genre_ID|album_ID
306|Realidade Virtual|realidade virtual|Bino/Da Gamma/Lazao/Toni Garrido|240300|8069934|0.99|1|8|27
307|Doutor|doutor|Bino/Da Gama/Toni Garrido|178155|5950952|0.99|1|8|27
308|Na Frente Da TV|na frente da tv|Bino/Da Gama/Lazao/Ras Bernardo|289750|9633659|0.99|1|8|27
309|Downtown|downtown|Cidade Negra|239725|8024386|0.99|1|8|27
310|Sábado A Noite|sábado a noite|Lulu Santos|267363|8895073|0.99|1|8|27
311|A Cor Do Sol|a cor do sol|Bernardo Vilhena/Da Gama/Lazao|273031|9142937|0.99|1|8|27
312|Eu Também Quero Beijar|eu também quero beijar|Fausto Nilo/Moraes Moreira/Pepeu Gomes|211147|7029400|0.99|1|8|27
313|Noite Do Prazer|noite do prazer||311353|10309980|0.99|1|7|28
314|À Francesa|À francesa||244532|8150846|0.99|1|7|28
315|Cada Um Cada Um (A Namoradeira)|cada um cada um (a namoradeira)||253492|8441034|0.99|1|7|28
316|Linha Do Equador|linha do equador||244715|8123466|0.99|1|7|28
317|Amor Demais|amor demais||254040|8420093|0.99|1|7|28
318|Férias|férias||264202|8731945|0.99|1|7|28
319|Gostava Tanto De Você|gostava tanto de você||230452|7685326|0.99|1|7|28
320|Flor Do Futuro|flor do futuro||275748|9205941|0.99|1|7|28
321|Felicidade Urgente|felicidade urgente||266605|8873358|0.99|1|7|28
322|Livre Pra Viver|livre pra viver||214595|7111596|0.99|1|7|28
323|Dig-Dig, Lambe-Lambe (Ao Vivo)|dig-dig, lambe-lambe (ao vivo)|Cassiano Costa/Cintia Maviane/J.F./Lucas Costa|205479|6892516|0.99|1|9|29
324|Pererê|pererê|Augusto Conceição/Chiclete Com Banana|198661|6643207|0.99|1|9|29
325|TriboTchan|tribotchan|Cal Adan/Paulo Levi|194194|6507950|0.99|1|9|29
326|Tapa Aqui, Descobre Ali|tapa aqui, descobre ali|Paulo Levi/W. Rangel|188630|6327391|0.99|1|9|29
327|Daniela|daniela|Jorge Cardoso/Pierre Onasis|230791|7748006|0.99|1|9|29
328|Bate Lata|bate lata|Fábio Nolasco/Gal Sales/Ivan Brasil|206733|7034985|0.99|1|9|29
329|Garotas do Brasil|garotas do brasil|Garay, Ricardo Engels/Luca Predabom/Ludwig, Carlos Henrique/Maurício Vieira|210155|6973625|0.99|1|9|29
330|Levada do Amor (Ailoviu)|levada do amor (ailoviu)|Luiz Wanderley/Paulo Levi|190093|6457752|0.99|1|9|29
331|Lavadeira|lavadeira|Do Vale, Valverde/Gal Oliveira/Luciano Pinto|214256|7254147|0.99|1|9|29
332|Reboladeira|reboladeira|Cal Adan/Ferrugem/Julinho Carioca/Tríona Ní Dhomhnaill|210599|7027525|0.99|1|9|29
333|É que Nessa Encarnação Eu Nasci Manga|É que nessa encarnação eu nasci manga|Lucina/Luli|196519|6568081|0.99|1|9|29
334|Reggae Tchan|reggae tchan|Cal Adan/Del Rey, Tension/Edu Casanova|206654|6931328|0.99|1|9|29
335|My Love|my love|Jauperi/Zeu Góes|203493|6772813|0.99|1|9|29
336|Latinha de Cerveja|latinha de cerveja|Adriano Bernandes/Edmar Neves|166687|5532564|0.99|1|9|29
337|You Shook Me|you shook me|J B Lenoir/Willie Dixon|315951|10249958|0.99|1|1|30
338|I Can't Quit You Baby|i can't quit you baby|Willie Dixon|263836|8581414|0.99|1|1|30
339|Communication Breakdown|communication breakdown|Jimmy Page/John Bonham/John Paul Jones|192653|6287257|0.99|1|1|30
340|Dazed and Confused|dazed and confused|Jimmy Page|401920|13035765|0.99|1|1|30
341|The Girl I Love She Got Long Black Wavy Hair|the girl i love she got long black wavy hair|Jimmy Page/John Bonham/John Estes/John Paul Jones/Robert Plant|183327|5995686|0.99|1|1|30
342|What is and Should Never Be|what is and should never be|Jimmy Page/Robert Plant|260675|8497116|0.99|1|1|30
343|Communication Breakdown(2)|communication breakdown(2)|Jimmy Page/John Bonham/John Paul Jones|161149|5261022|0.99|1|1|30
344|Travelling Riverside Blues|travelling riverside blues|Jimmy Page/Robert Johnson/Robert Plant|312032|10232581|0.99|1|1|30
345|Whole Lotta Love|whole lotta love|Jimmy Page/John Bonham/John Paul Jones/Robert Plant/Willie Dixon|373394|12258175|0.99|1|1|30
346|Somethin' Else|somethin' else|Bob Cochran/Sharon Sheeley|127869|4165650|0.99|1|1|30
347|Communication Breakdown(3)|communication breakdown(3)|Jimmy Page/John Bonham/John Paul Jones|185260|6041133|0.99|1|1|30
348|I Can't Quit You Baby(2)|i can't quit you baby(2)|Willie Dixon|380551|12377615|0.99|1|1|30
349|You Shook Me(2)|you shook me(2)|J B Lenoir/Willie Dixon|619467|20138673|0.99|1|1|30
350|How Many More Times|how many more times|Chester Burnett/Jimmy Page/John Bonham/John Paul Jones/Robert Plant|711836|23092953|0.99|1|1|30
351|Debra Kadabra|debra kadabra|Frank Zappa|234553|7649679|0.99|1|1|31
352|Carolina Hard-Core Ecstasy|carolina hard-core ecstasy|Frank Zappa|359680|11731061|0.99|1|1|31
353|Sam With The Showing Scalp Flat Top|sam with the showing scalp flat top|Don Van Vliet|171284|5572993|0.99|1|1|31
354|Poofter's Froth Wyoming Plans Ahead|poofter's froth wyoming plans ahead|Frank Zappa|183902|6007019|0.99|1|1|31
355|200 Years Old|200 years old|Frank Zappa|272561|8912465|0.99|1|1|31
356|Cucamonga|cucamonga|Frank Zappa|144483|4728586|0.99|1|1|31
357|Advance Romance|advance romance|Frank Zappa|677694|22080051|0.99|1|1|31
358|Man With The Woman Head|man with the woman head|Don Van Vliet|88894|2922044|0.99|1|1|31
359|Muffin Man|muffin man|Frank Zappa|332878|10891682|0.99|1|1|31
360|Vai-Vai 2001|vai-vai 2001||276349|9402241|0.99|1|10|32
361|X-9 2001|x-9 2001||273920|9310370|0.99|1|10|32
362|Gavioes 2001|gavioes 2001||282723|9616640|0.99|1|10|32
363|Nene 2001|nene 2001||284969|9694508|0.99|1|10|32
364|Rosas De Ouro 2001|rosas de ouro 2001||284342|9721084|0.99|1|10|32
365|Mocidade Alegre 2001|mocidade alegre 2001||282488|9599937|0.99|1|10|32
366|Camisa Verde 2001|camisa verde 2001||283454|9633755|0.99|1|10|32
367|Leandro De Itaquera 2001|leandro de itaquera 2001||274808|9451845|0.99|1|10|32
368|Tucuruvi 2001|tucuruvi 2001||287921|9883335|0.99|1|10|32
369|Aguia De Ouro 2001|aguia de ouro 2001||284160|9698729|0.99|1|10|32
370|Ipiranga 2001|ipiranga 2001||248293|8522591|0.99|1|10|32
371|Morro Da Casa Verde 2001|morro da casa verde 2001||284708|9718778|0.99|1|10|32
372|Perola Negra 2001|perola negra 2001||281626|9619196|0.99|1|10|32
373|Sao Lucas 2001|sao lucas 2001||296254|10020122|0.99|1|10|32
374|Guanabara|guanabara|Marcos Valle|247614|8499591|0.99|1|7|33
375|Mas Que Nada|mas que nada|Jorge Ben|248398|8255254|0.99|1|7|33
376|Vôo Sobre o Horizonte|vôo sobre o horizonte|J.r.Bertami/Parana|225097|7528825|0.99|1|7|33
377|A Paz|a paz|Donato/Gilberto Gil|263183|8619173|0.99|1|7|33
378|Wave (Vou te Contar)|wave (vou te contar)|Antonio Carlos Jobim|271647|9057557|0.99|1|7|33
379|Água de Beber|Água de beber|Antonio Carlos Jobim/Vinicius de Moraes|146677|4866476|0.99|1|7|33
380|Samba da Bençaco|samba da bençaco|Baden Powell/Vinicius de Moraes|282200|9440676|0.99|1|7|33
381|Pode Parar|pode parar|Jorge Vercilo/Jota Maranhao|179408|6046678|0.99|1|7|33
382|Menino do Rio|menino do rio|Caetano Veloso|262713|8737489|0.99|1|7|33
383|Ando Meio Desligado|ando meio desligado|Caetano Veloso|195813|6547648|0.99|1|7|33
384|Mistério da Raça|mistério da raça|Luiz Melodia/Ricardo Augusto|184320|6191752|0.99|1|7|33
385|All Star|all star|Nando Reis|176326|5891697|0.99|1|7|33
386|Menina Bonita|menina bonita|Alexandre Brazil/Pedro Luis/Rodrigo Cabelo|237087|7938246|0.99|1|7|33
387|Pescador de Ilusões|pescador de ilusões|Macelo Yuka/O Rappa|245524|8267067|0.99|1|7|33
388|À Vontade (Live Mix)|À vontade (live mix)|Bombom/Ed Motta|180636|5972430|0.99|1|7|33
389|Maria Fumaça|maria fumaça|Luiz Carlos/Oberdan|141008|4743149|0.99|1|7|33
390|Sambassim (dj patife remix)|sambassim (dj patife remix)|Alba Carvalho/Fernando Porto|213655|7243166|0.99|1|7|33
391|Garota De Ipanema|garota de ipanema|Vários|279536|9141343|0.99|1|7|34
392|Tim Tim Por Tim Tim|tim tim por tim tim|Vários|213237|7143328|0.99|1|7|34
393|Tarde Em Itapoã|tarde em itapoã|Vários|313704|10344491|0.99|1|7|34
394|Tanto Tempo|tanto tempo|Vários|170292|5572240|0.99|1|7|34
395|Eu Vim Da Bahia - Live|eu vim da bahia - live|Vários|157988|5115428|0.99|1|7|34
396|Alô Alô Marciano|alô alô marciano|Vários|238106|8013065|0.99|1|7|34
397|Linha Do Horizonte|linha do horizonte|Vários|279484|9275929|0.99|1|7|34
398|Only A Dream In Rio|only a dream in rio|Vários|371356|12192989|0.99|1|7|34
399|Abrir A Porta|abrir a porta|Vários|271960|8991141|0.99|1|7|34
400|Alice|alice|Vários|165982|5594341|0.99|1|7|34
401|Momentos Que Marcam|momentos que marcam|Vários|280137|9313740|0.99|1|7|34
402|Um Jantar Pra Dois|um jantar pra dois|Vários|237714|7819755|0.99|1|7|34
403|Bumbo Da Mangueira|bumbo da mangueira|Vários|270158|9073350|0.99|1|7|34
404|Mr Funk Samba|mr funk samba|Vários|213890|7102545|0.99|1|7|34
405|Santo Antonio|santo antonio|Vários|162716|5492069|0.99|1|7|34
406|Por Você|por você|Vários|205557|6792493|0.99|1|7|34
407|Só Tinha De Ser Com Você|só tinha de ser com você|Vários|389642|13085596|0.99|1|7|34
408|Free Speech For The Dumb|free speech for the dumb|Molaney/Morris/Roberts/Wainwright|155428|5076048|0.99|1|3|35
409|It's Electric|it's electric|Harris/Tatler|213995|6978601|0.99|1|3|35
410|Sabbra Cadabra|sabbra cadabra|Black Sabbath|380342|12418147|0.99|1|3|35
411|Turn The Page|turn the page|Seger|366524|11946327|0.99|1|3|35
412|Die Die My Darling|die die my darling|Danzig|149315|4867667|0.99|1|3|35
413|Loverman|loverman|Cave|472764|15446975|0.99|1|3|35
414|Mercyful Fate|mercyful fate|Diamond/Shermann|671712|21942829|0.99|1|3|35
415|Astronomy|astronomy|A.Bouchard/J.Bouchard/S.Pearlman|397531|13065612|0.99|1|3|35
416|Whiskey In The Jar|whiskey in the jar|Traditional|305005|9943129|0.99|1|3|35
417|Tuesday's Gone|tuesday's gone|Collins/Van Zandt|545750|17900787|0.99|1|3|35
418|The More I See|the more i see|Molaney/Morris/Roberts/Wainwright|287973|9378873|0.99|1|3|35
419|A Kind Of Magic|a kind of magic|Roger Taylor|262608|8689618|0.99|1|1|36
420|Under Pressure|under pressure|Queen & David Bowie|236617|7739042|0.99|1|1|36
421|Radio GA GA|radio ga ga|Roger Taylor|343745|11358573|0.99|1|1|36
422|I Want It All|i want it all|Queen|241684|7876564|0.99|1|1|36
423|I Want To Break Free|i want to break free|John Deacon|259108|8552861|0.99|1|1|36
424|Innuendo|innuendo|Queen|387761|12664591|0.99|1|1|36
425|It's A Hard Life|it's a hard life|Freddie Mercury|249417|8112242|0.99|1|1|36
426|Breakthru|breakthru|Queen|249234|8150479|0.99|1|1|36
427|Who Wants To Live Forever|who wants to live forever|Brian May|297691|9577577|0.99|1|1|36
428|Headlong|headlong|Queen|273057|8921404|0.99|1|1|36
429|The Miracle|the miracle|Queen|294974|9671923|0.99|1|1|36
430|I'm Going Slightly Mad|i'm going slightly mad|Queen|248032|8192339|0.99|1|1|36
431|The Invisible Man|the invisible man|Queen|238994|7920353|0.99|1|1|36
432|Hammer To Fall|hammer to fall|Brian May|220316|7255404|0.99|1|1|36
433|Friends Will Be Friends|friends will be friends|Freddie Mercury & John Deacon|248920|8114582|0.99|1|1|36
434|The Show Must Go On|the show must go on|Queen|263784|8526760|0.99|1|1|36
435|One Vision|one vision|Queen|242599|7936928|0.99|1|1|36
436|Detroit Rock city|detroit rock city|Paul Stanley, B. Ezrin|218880|7146372|0.99|1|1|37
437|Black Diamond|black diamond|Paul Stanley|314148|10266007|0.99|1|1|37
438|Hard Luck Woman|hard luck woman|Paul Stanley|216032|7109267|0.99|1|1|37
439|Sure Know Something|sure know something|Paul Stanley, Vincent Poncia|242468|7939886|0.99|1|1|37
440|Love Gun|love gun|Paul Stanley|196257|6424915|0.99|1|1|37
441|Deuce|deuce|Gene Simmons|185077|6097210|0.99|1|1|37
442|Goin' Blind|goin' blind|Gene Simmons, S. Coronel|216215|7045314|0.99|1|1|37
443|Shock Me|shock me|Ace Frehley|227291|7529336|0.99|1|1|37
444|Do You Love Me|do you love me|Paul Stanley, B. Ezrin, K. Fowley|214987|6976194|0.99|1|1|37
445|She|she|Gene Simmons, S. Coronel|248346|8229734|0.99|1|1|37
446|I Was Made For Loving You|i was made for loving you|Paul Stanley, Vincent Poncia, Desmond Child|271360|9018078|0.99|1|1|37
447|Shout It Out Loud|shout it out loud|Paul Stanley, Gene Simmons, B. Ezrin|219742|7194424|0.99|1|1|37
448|God Of Thunder|god of thunder|Paul Stanley|255791|8309077|0.99|1|1|37
449|Calling Dr. Love|calling dr. love|Gene Simmons|225332|7395034|0.99|1|1|37
450|Beth|beth|S. Penridge, Bob Ezrin, Peter Criss|166974|5360574|0.99|1|1|37
451|Strutter|strutter|Paul Stanley, Gene Simmons|192496|6317021|0.99|1|1|37
452|Rock And Roll All Nite|rock and roll all nite|Paul Stanley, Gene Simmons|173609|5735902|0.99|1|1|37
453|Cold Gin|cold gin|Ace Frehley|262243|8609783|0.99|1|1|37
454|Plaster Caster|plaster caster|Gene Simmons|207333|6801116|0.99|1|1|37
455|God Gave Rock 'n' Roll To You|god gave rock 'n' roll to you|Paul Stanley, Gene Simmons, Rus Ballard, Bob Ezrin|320444|10441590|0.99|1|1|37
456|Heart of the Night|heart of the night||273737|9098263|0.99|1|2|38
457|De La Luz|de la luz||315219|10518284|0.99|1|2|38
458|Westwood Moon|westwood moon||295627|9765802|0.99|1|2|38
459|Midnight|midnight||266866|8851060|0.99|1|2|38
460|Playtime|playtime||273580|9070880|0.99|1|2|38
461|Surrender|surrender||287634|9422926|0.99|1|2|38
462|Valentino's|valentino's||296124|9848545|0.99|1|2|38
463|Believe|believe||310778|10317185|0.99|1|2|38
464|As We Sleep|as we sleep||316865|10429398|0.99|1|2|38
465|When Evening Falls|when evening falls||298135|9863942|0.99|1|2|38
466|J Squared|j squared||288757|9480777|0.99|1|2|38
467|Best Thing|best thing||274259|9069394|0.99|1|2|38
468|Maria|maria|Billie Joe Armstrong -Words Green Day -Music|167262|5484747|0.99|1|4|39
469|Poprocks And Coke|poprocks and coke|Billie Joe Armstrong -Words Green Day -Music|158354|5243078|0.99|1|4|39
470|Longview|longview|Billie Joe Armstrong -Words Green Day -Music|234083|7714939|0.99|1|4|39
471|Welcome To Paradise|welcome to paradise|Billie Joe Armstrong -Words Green Day -Music|224208|7406008|0.99|1|4|39
472|Basket Case|basket case|Billie Joe Armstrong -Words Green Day -Music|181629|5951736|0.99|1|4|39
473|When I Come Around|when i come around|Billie Joe Armstrong -Words Green Day -Music|178364|5839426|0.99|1|4|39
474|She|she|Billie Joe Armstrong -Words Green Day -Music|134164|4425128|0.99|1|4|39
475|J.A.R. (Jason Andrew Relva)|j.a.r. (jason andrew relva)|Mike Dirnt -Words Green Day -Music|170997|5645755|0.99|1|4|39
476|Geek Stink Breath|geek stink breath|Billie Joe Armstrong -Words Green Day -Music|135888|4408983|0.99|1|4|39
477|Brain Stew|brain stew|Billie Joe Armstrong -Words Green Day -Music|193149|6305550|0.99|1|4|39
478|Jaded|jaded|Billie Joe Armstrong -Words Green Day -Music|90331|2950224|0.99|1|4|39
479|Walking Contradiction|walking contradiction|Billie Joe Armstrong -Words Green Day -Music|151170|4932366|0.99|1|4|39
480|Stuck With Me|stuck with me|Billie Joe Armstrong -Words Green Day -Music|135523|4431357|0.99|1|4|39
481|Hitchin' A Ride|hitchin' a ride|Billie Joe Armstrong -Words Green Day -Music|171546|5616891|0.99|1|4|39
482|Good Riddance (Time Of Your Life)|good riddance (time of your life)|Billie Joe Armstrong -Words Green Day -Music|153600|5075241|0.99|1|4|39
483|Redundant|redundant|Billie Joe Armstrong -Words Green Day -Music|198164|6481753|0.99|1|4|39
484|Nice Guys Finish Last|nice guys finish last|Billie Joe Armstrong -Words Green Day -Music|170187|5604618|0.99|1|4|39
485|Minority|minority|Billie Joe Armstrong -Words Green Day -Music|168803|5535061|0.99|1|4|39
486|Warning|warning|Billie Joe Armstrong -Words Green Day -Music|221910|7343176|0.99|1|4|39
487|Waiting|waiting|Billie Joe Armstrong -Words Green Day -Music|192757|6316430|0.99|1|4|39
488|Macy's Day Parade|macy's day parade|Billie Joe Armstrong -Words Green Day -Music|213420|7075573|0.99|1|4|39
489|Into The Light|into the light|David Coverdale|76303|2452653|0.99|1|1|40
490|River Song|river song|David Coverdale|439510|14359478|0.99|1|1|40
491|She Give Me ...|she give me ...|David Coverdale|252551|8385478|0.99|1|1|40
492|Don't You Cry|don't you cry|David Coverdale|347036|11269612|0.99|1|1|40
493|Love Is Blind|love is blind|David Coverdale/Earl Slick|344999|11409720|0.99|1|1|40
494|Slave|slave|David Coverdale/Earl Slick|291892|9425200|0.99|1|1|40
495|Cry For Love|cry for love|Bossi/David Coverdale/Earl Slick|293015|9567075|0.99|1|1|40
496|Living On Love|living on love|Bossi/David Coverdale/Earl Slick|391549|12785876|0.99|1|1|40
497|Midnight Blue|midnight blue|David Coverdale/Earl Slick|298631|9750990|0.99|1|1|40
498|Too Many Tears|too many tears|Adrian Vanderberg/David Coverdale|359497|11810238|0.99|1|1|40
499|Don't Lie To Me|don't lie to me|David Coverdale/Earl Slick|283585|9288007|0.99|1|1|40
500|Wherever You May Go|wherever you may go|David Coverdale|239699|7803074|0.99|1|1|40
501|Grito De Alerta|grito de alerta|Gonzaga Jr.|202213|6539422|0.99|1|7|41
502|Não Dá Mais Pra Segurar (Explode Coração)|não dá mais pra segurar (explode coração)||219768|7083012|0.99|1|7|41
503|Começaria Tudo Outra Vez|começaria tudo outra vez||196545|6473395|0.99|1|7|41
504|O Que É O Que É ?|o que É o que É ?||259291|8650647|0.99|1|7|41
505|Sangrando|sangrando|Gonzaga Jr/Gonzaguinha|169717|5494406|0.99|1|7|41
506|Diga Lá, Coração|diga lá, coração||255921|8280636|0.99|1|7|41
507|Lindo Lago Do Amor|lindo lago do amor|Gonzaga Jr.|249678|8353191|0.99|1|7|41
508|Eu Apenas Queria Que Voçê Soubesse|eu apenas queria que voçê soubesse||155637|5130056|0.99|1|7|41
509|Com A Perna No Mundo|com a perna no mundo|Gonzaga Jr.|227448|7747108|0.99|1|7|41
510|E Vamos À Luta|e vamos À luta||222406|7585112|0.99|1|7|41
511|Um Homem Também Chora (Guerreiro Menino)|um homem também chora (guerreiro menino)||207229|6854219|0.99|1|7|41
512|Comportamento Geral|comportamento geral|Gonzaga Jr|181577|5997444|0.99|1|7|41
513|Ponto De Interrogação|ponto de interrogação||180950|5946265|0.99|1|7|41
514|Espere Por Mim, Morena|espere por mim, morena|Gonzaguinha|207072|6796523|0.99|1|7|41
515|Meia-Lua Inteira|meia-lua inteira||222093|7466288|0.99|1|7|23
516|Voce e Linda|voce e linda||242938|8050268|0.99|1|7|23
517|Um Indio|um indio||195944|6453213|0.99|1|7|23
518|Podres Poderes|podres poderes||259761|8622495|0.99|1|7|23
519|Voce Nao Entende Nada - Cotidiano|voce nao entende nada - cotidiano||421982|13885612|0.99|1|7|23
520|O Estrangeiro|o estrangeiro||374700|12472890|0.99|1|7|23
521|Menino Do Rio|menino do rio||147670|4862277|0.99|1|7|23
522|Qualquer Coisa|qualquer coisa||193410|6372433|0.99|1|7|23
523|Sampa|sampa||185051|6151831|0.99|1|7|23
524|Queixa|queixa||299676|9953962|0.99|1|7|23
525|O Leaozinho|o leaozinho||184398|6098150|0.99|1|7|23
526|Fora Da Ordem|fora da ordem||354011|11746781|0.99|1|7|23
527|Terra|terra||401319|13224055|0.99|1|7|23
528|Alegria, Alegria|alegria, alegria||169221|5497025|0.99|1|7|23
529|Balada Do Louco|balada do louco|Arnaldo Baptista - Rita Lee|241057|7852328|0.99|1|4|42
530|Ando Meio Desligado|ando meio desligado|Arnaldo Baptista - Rita Lee -  Sérgio Dias|287817|9484504|0.99|1|4|42
531|Top Top|top top|Os Mutantes - Arnolpho Lima Filho|146938|4875374|0.99|1|4|42
532|Baby|baby|Caetano Veloso|177188|5798202|0.99|1|4|42
533|A E O Z|a e o z|Mutantes|518556|16873005|0.99|1|4|42
534|Panis Et Circenses|panis et circenses|Caetano Veloso - Gilberto Gil|125152|4069688|0.99|1|4|42
535|Chão De Estrelas|chão de estrelas|Orestes Barbosa-Sílvio Caldas|284813|9433620|0.99|1|4|42
536|Vida De Cachorro|vida de cachorro|Rita Lee - Arnaldo Baptista - Sérgio Baptista|195186|6411149|0.99|1|4|42
537|Bat Macumba|bat macumba|Gilberto Gil - Caetano Veloso|187794|6295223|0.99|1|4|42
538|Desculpe Babe|desculpe babe|Arnaldo Baptista - Rita Lee|170422|5637959|0.99|1|4|42
539|Rita Lee|rita lee|Arnaldo Baptista/Rita Lee/Sérgio Dias|189257|6270503|0.99|1|4|42
540|Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll|posso perder minha mulher, minha mãe, desde que eu tenha o rock and roll|Arnaldo Baptista - Rita Lee - Arnolpho Lima Filho|222955|7346254|0.99|1|4|42
541|Banho De Lua|banho de lua|B. de Filippi - F. Migliaci - Versão: Fred Jorge|221831|7232123|0.99|1|4|42
542|Meu Refrigerador Não Funciona|meu refrigerador não funciona|Arnaldo Baptista - Rita Lee - Sérgio Dias|382981|12495906|0.99|1|4|42
543|Burn|burn|Coverdale/Lord/Paice|453955|14775708|0.99|1|1|43
544|Stormbringer|stormbringer|Coverdale|277133|9050022|0.99|1|1|43
545|Gypsy|gypsy|Coverdale/Hughes/Lord/Paice|339173|11046952|0.99|1|1|43
546|Lady Double Dealer|lady double dealer|Coverdale|233586|7608759|0.99|1|1|43
547|Mistreated|mistreated|Coverdale|758648|24596235|0.99|1|1|43
548|Smoke On The Water|smoke on the water|Gillan/Glover/Lord/Paice|618031|20103125|0.99|1|1|43
